rikishi1,odds1,rikishi2,odds2,ts
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:25:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:25:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:25:02
Shodai,1.55,Ura,2.45,2017-09-10 03:25:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:25:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:25:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:25:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:25:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:25:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:25:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 03:30:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 03:30:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 03:30:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 03:30:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 03:30:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 03:30:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 03:30:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 03:30:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:30:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:30:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:30:03
Shodai,1.55,Ura,2.45,2017-09-10 03:30:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:30:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:30:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:30:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:30:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:30:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:30:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 03:35:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 03:35:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 03:35:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 03:35:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 03:35:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 03:35:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 03:35:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 03:35:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:35:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:35:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:35:02
Shodai,1.55,Ura,2.45,2017-09-10 03:35:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:35:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:35:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:35:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:35:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:35:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:35:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 03:40:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 03:40:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 03:40:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 03:40:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 03:40:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 03:40:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 03:40:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 03:40:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:40:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:40:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:40:02
Shodai,1.55,Ura,2.45,2017-09-10 03:40:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:40:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:40:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:40:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:40:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:40:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:40:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 03:45:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 03:45:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 03:45:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 03:45:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 03:45:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 03:45:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 03:45:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 03:45:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:45:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:45:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:45:03
Shodai,1.55,Ura,2.45,2017-09-10 03:45:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:45:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:45:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:45:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:45:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:45:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:45:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 03:50:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 03:50:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 03:50:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 03:50:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 03:50:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 03:50:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 03:50:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 03:50:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:50:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:50:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:50:03
Shodai,1.55,Ura,2.45,2017-09-10 03:50:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:50:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:50:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:50:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:50:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:50:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:50:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 03:55:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 03:55:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 03:55:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 03:55:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 03:55:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 03:55:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 03:55:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 03:55:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 03:55:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 03:55:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 03:55:02
Shodai,1.55,Ura,2.45,2017-09-10 03:55:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 03:55:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 03:55:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 03:55:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 03:55:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 03:55:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 03:55:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:00:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:00:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:00:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:00:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:00:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:00:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:00:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:00:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:00:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:00:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:00:03
Shodai,1.55,Ura,2.45,2017-09-10 04:00:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:00:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:00:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:00:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:00:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:00:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:00:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:05:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:05:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:05:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:05:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:05:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:05:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:05:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:05:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:05:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:05:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:05:02
Shodai,1.55,Ura,2.45,2017-09-10 04:05:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:05:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:05:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:05:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:05:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:05:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:05:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:10:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:10:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:10:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:10:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:10:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:10:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:10:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:10:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:10:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:10:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:10:02
Shodai,1.55,Ura,2.45,2017-09-10 04:10:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:10:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:10:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:10:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:10:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:10:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:10:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:15:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:15:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:15:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:15:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:15:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:15:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:15:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:15:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:15:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:15:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:15:02
Shodai,1.55,Ura,2.45,2017-09-10 04:15:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:15:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:15:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:15:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:15:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:15:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:15:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:20:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:20:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:20:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:20:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:20:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:20:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:20:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:20:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:20:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:20:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:20:03
Shodai,1.55,Ura,2.45,2017-09-10 04:20:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:20:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:20:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:20:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:20:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:20:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:20:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:25:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:25:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:25:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:25:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:25:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:25:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:25:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:25:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:25:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:25:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:25:02
Shodai,1.55,Ura,2.45,2017-09-10 04:25:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:25:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:25:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:25:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:25:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:25:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:25:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:30:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:30:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:30:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:30:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:30:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:30:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:30:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:30:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:30:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:30:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:30:03
Shodai,1.55,Ura,2.45,2017-09-10 04:30:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:30:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:30:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:30:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:30:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:30:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:30:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:35:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:35:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:35:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:35:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:35:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:35:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:35:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:35:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:35:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:35:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:35:02
Shodai,1.55,Ura,2.45,2017-09-10 04:35:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:35:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:35:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:35:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:35:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:35:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:35:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:40:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:40:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:40:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:40:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:40:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:40:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:40:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:40:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:40:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:40:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:40:03
Shodai,1.55,Ura,2.45,2017-09-10 04:40:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:40:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:40:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:40:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:40:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:40:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:40:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:45:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:45:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:45:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:45:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:45:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:45:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:45:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:45:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:45:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:45:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:45:02
Shodai,1.55,Ura,2.45,2017-09-10 04:45:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:45:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:45:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:45:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:45:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:45:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:45:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:50:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:50:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:50:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:50:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:50:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:50:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:50:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:50:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:50:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:50:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:50:03
Shodai,1.55,Ura,2.45,2017-09-10 04:50:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:50:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:50:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:50:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:50:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:50:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:50:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 04:55:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 04:55:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 04:55:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 04:55:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 04:55:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 04:55:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 04:55:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 04:55:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 04:55:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 04:55:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 04:55:02
Shodai,1.55,Ura,2.45,2017-09-10 04:55:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 04:55:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 04:55:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 04:55:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 04:55:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 04:55:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 04:55:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 05:00:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 05:00:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 05:00:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 05:00:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 05:00:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 05:00:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 05:00:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 05:00:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 05:00:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 05:00:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 05:00:03
Shodai,1.55,Ura,2.45,2017-09-10 05:00:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 05:00:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 05:00:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 05:00:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 05:00:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 05:00:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 05:00:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 05:05:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 05:05:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 05:05:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 05:05:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 05:05:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 05:05:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 05:05:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 05:05:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 05:05:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 05:05:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 05:05:02
Shodai,1.55,Ura,2.45,2017-09-10 05:05:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 05:05:02
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 05:05:02
Tamawashi,1.72,Shohozan,2.12,2017-09-10 05:05:02
Terunofuji,1.81,Hokutofuji,2,2017-09-10 05:05:02
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 05:05:02
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 05:05:02
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 05:10:03
Daieisho,2.06,Takekaze,1.76,2017-09-10 05:10:03
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 05:10:03
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 05:10:03
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 05:10:03
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 05:10:03
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 05:10:03
Ishiura,1.9,Arawashi,1.9,2017-09-10 05:10:03
Kaisei,1.7,Nishikigi,2.15,2017-09-10 05:10:03
Mitakeumi,1.3,Onosho,3.52,2017-09-10 05:10:03
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 05:10:03
Shodai,1.55,Ura,2.45,2017-09-10 05:10:03
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 05:10:03
Takarafuji,2.01,Takanoiwa,1.8,2017-09-10 05:10:03
Tamawashi,1.72,Shohozan,2.12,2017-09-10 05:10:03
Terunofuji,1.81,Hokutofuji,2,2017-09-10 05:10:03
Tokushoryu,1.76,Yutakayama,2.06,2017-09-10 05:10:03
Yoshikaze,1.5,Chiyotairyu,2.59,2017-09-10 05:10:03
Chiyonokuni,2.12,Kagayaki,1.72,2017-09-10 05:15:02
Daieisho,2.06,Takekaze,1.76,2017-09-10 05:15:02
Daishomaru,1.74,Chiyomaru,2.09,2017-09-10 05:15:02
Goeido,1.58,Kotoshogiku,2.38,2017-09-10 05:15:02
Harumafuji,1.38,Tochiozan,3.05,2017-09-10 05:15:02
Ichinojo,2.12,Takakeisho,1.72,2017-09-10 05:15:02
Ikioi,1.72,Chiyoshoma,2.12,2017-09-10 05:15:02
Ishiura,1.9,Arawashi,1.9,2017-09-10 05:15:02
Kaisei,1.7,Nishikigi,2.15,2017-09-10 05:15:02
Mitakeumi,1.3,Onosho,3.52,2017-09-10 05:15:02
Okinoumi,2.31,Endo,1.61538461538462,2017-09-10 05:15:02
Shodai,1.55,Ura,2.45,2017-09-10 05:15:02
Sokokurai,1.72,Asanoyama,2.12,2017-09-10 05:15:02
