rikishi1,odds1,rikishi2,odds2,ts
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:05:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:05:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:05:03
Daieisho,2.83,Kotoshogiku,1.43,2017-09-23 06:05:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:05:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:05:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:05:03
Ichinojo,1.35,Nishikigi,3.2,2017-09-23 06:05:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:05:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:05:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:05:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:05:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:05:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:05:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:05:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:05:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:05:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:10:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:10:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:10:03
Daieisho,2.83,Kotoshogiku,1.43,2017-09-23 06:10:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:10:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:10:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:10:03
Ichinojo,1.35,Nishikigi,3.2,2017-09-23 06:10:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:10:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:10:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:10:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:10:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:10:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:10:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:10:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:10:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:10:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:15:02
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:15:02
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:15:02
Daieisho,2.83,Kotoshogiku,1.43,2017-09-23 06:15:02
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:15:02
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:15:02
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:15:02
Ichinojo,1.35,Nishikigi,3.2,2017-09-23 06:15:02
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:15:02
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:15:02
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:15:02
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:15:02
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:15:02
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:15:02
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:15:02
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:15:02
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:15:02
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:20:02
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:20:02
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:20:02
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:20:02
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:20:02
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:20:02
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:20:02
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:20:02
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:20:02
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:20:02
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:20:02
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:20:02
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:20:02
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:20:02
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:20:02
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:20:02
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:20:02
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:25:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:25:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:25:03
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:25:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:25:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:25:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:25:03
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:25:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:25:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:25:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:25:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:25:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:25:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:25:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:25:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:25:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:25:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:30:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:30:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:30:03
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:30:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:30:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:30:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:30:03
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:30:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:30:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:30:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:30:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:30:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:30:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:30:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:30:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:30:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:30:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:35:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:35:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:35:03
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:35:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:35:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:35:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:35:03
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:35:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:35:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:35:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:35:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:35:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:35:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:35:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:35:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:35:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:35:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:40:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:40:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:40:03
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:40:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:40:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:40:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:40:03
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:40:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:40:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:40:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:40:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:40:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:40:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:40:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:40:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:40:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:40:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:45:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:45:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:45:03
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:45:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:45:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:45:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:45:03
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:45:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:45:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:45:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:45:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:45:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:45:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:45:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:45:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:45:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:45:03
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:50:02
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:50:02
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:50:02
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:50:02
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:50:02
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:50:02
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:50:02
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:50:02
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:50:02
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:50:02
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:50:02
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:50:02
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:50:02
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:50:02
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:50:02
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:50:02
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:50:02
Arawashi,2.96,Yoshikaze,1.4,2017-09-23 06:55:03
Chiyonokuni,1.7,Kaisei,2.15,2017-09-23 06:55:03
Chiyoshoma,1.4,Tokushoryu,2.96,2017-09-23 06:55:03
Daieisho,3.05,Kotoshogiku,1.38,2017-09-23 06:55:03
Daishomaru,2.06,Ikioi,1.76,2017-09-23 06:55:03
Endo,2.38,Chiyotairyu,1.58,2017-09-23 06:55:03
Hokutofuji,1.63,Aoiyama,2.28,2017-09-23 06:55:03
Ichinojo,1.45,Nishikigi,2.76,2017-09-23 06:55:03
Mitakeumi,3.3,Harumafuji,1.33333333333333,2017-09-23 06:55:03
Okinoumi,1.9,Takekaze,1.9,2017-09-23 06:55:03
Onosho,1.65,Asanoyama,2.24,2017-09-23 06:55:03
Sadanoumi,2.3,Kagayaki,1.62,2017-09-23 06:55:03
Shohozan,1.72727272727273,Chiyomaru,2.11,2017-09-23 06:55:03
Takakeisho,1.63,Tochiozan,2.28,2017-09-23 06:55:03
Takanoiwa,2.96,Goeido,1.4,2017-09-23 06:55:03
Tamawashi,1.55,Shodai,2.45,2017-09-23 06:55:03
Yutakayama,3.32,Takarafuji,1.33,2017-09-23 06:55:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:00:04
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:05:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:10:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:15:04
Mitakeumi,1.53333333333333,Yoshikaze,2.5,2017-09-23 10:15:04
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:20:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:20:02
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:20:02
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:20:02
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:20:02
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:25:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:25:03
Hokutofuji,1.4,Takekaze,2.96,2017-09-23 10:25:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:25:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:25:03
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:25:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:30:05
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:30:05
Hokutofuji,1.4,Takekaze,2.96,2017-09-23 10:30:05
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:30:05
Onosho,1.45,Takanoiwa,2.76,2017-09-23 10:30:05
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:30:05
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:30:05
Asanoyama,2.45,Chiyotairyu,1.55,2017-09-23 10:35:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:35:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:35:03
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 10:35:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:35:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 10:35:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 10:35:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:35:03
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:35:03
Asanoyama,2.19,Chiyotairyu,1.68,2017-09-23 10:40:02
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:40:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:40:02
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 10:40:02
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:40:02
Onosho,1.45,Takanoiwa,2.76,2017-09-23 10:40:02
Shohozan,1.55,Daishomaru,2.45,2017-09-23 10:40:02
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:40:02
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:40:02
Asanoyama,2.19,Chiyotairyu,1.68,2017-09-23 10:45:04
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:45:04
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:45:04
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 10:45:04
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:45:04
Onosho,1.45,Takanoiwa,2.76,2017-09-23 10:45:04
Shohozan,1.55,Daishomaru,2.45,2017-09-23 10:45:04
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:45:04
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:45:04
Asanoyama,2.19,Chiyotairyu,1.68,2017-09-23 10:50:02
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:50:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:50:02
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 10:50:02
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:50:02
Onosho,1.45,Takanoiwa,2.76,2017-09-23 10:50:02
Shohozan,1.55,Daishomaru,2.45,2017-09-23 10:50:02
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:50:02
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:50:02
Asanoyama,2.19,Chiyotairyu,1.68,2017-09-23 10:55:02
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 10:55:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 10:55:02
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 10:55:02
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 10:55:02
Onosho,1.45,Takanoiwa,2.76,2017-09-23 10:55:02
Shohozan,1.55,Daishomaru,2.45,2017-09-23 10:55:02
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 10:55:02
Tamawashi,1.6,Takakeisho,2.34,2017-09-23 10:55:02
Asanoyama,2.19,Chiyotairyu,1.68,2017-09-23 11:00:04
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:00:04
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:00:04
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 11:00:04
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:00:04
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:00:04
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:00:04
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:00:04
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:00:04
Asanoyama,2.19,Chiyotairyu,1.68,2017-09-23 11:05:02
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:05:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:05:02
Hokutofuji,1.53333333333333,Takekaze,2.5,2017-09-23 11:05:02
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:05:02
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:05:02
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:05:02
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:05:02
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:05:02
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:10:02
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:10:02
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:10:02
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:10:02
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:10:02
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:10:02
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:10:02
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:10:02
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:10:02
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:15:04
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:15:04
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:15:04
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:15:04
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:15:04
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:15:04
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:15:04
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:15:04
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:15:04
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:20:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:20:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:20:03
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:20:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:20:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:20:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:20:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:20:03
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:20:03
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:25:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:25:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:25:03
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:25:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:25:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:25:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:25:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:25:03
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:25:03
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:30:04
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:30:04
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:30:04
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:30:04
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:30:04
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:30:04
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:30:04
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:30:04
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:30:04
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:35:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:35:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:35:03
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:35:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:35:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:35:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:35:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:35:03
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:35:03
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:40:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:40:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:40:03
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:40:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:40:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:40:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:40:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:40:03
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:40:03
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:45:05
Chiyomaru,1.9,Ikioi,1.9,2017-09-23 11:45:05
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:45:05
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:45:05
Hokutofuji,1.65,Takekaze,2.24,2017-09-23 11:45:05
Ichinojo,1.73,Daieisho,2.11,2017-09-23 11:45:05
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:45:05
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:45:05
Shodai,1.77,Endo,2.05,2017-09-23 11:45:05
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:45:05
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:45:05
Tamawashi,1.68,Takakeisho,2.19,2017-09-23 11:45:05
Tokushoryu,2.15,Kagayaki,1.7,2017-09-23 11:45:05
Asanoyama,1.93,Chiyotairyu,1.87,2017-09-23 11:50:03
Chiyomaru,1.9,Ikioi,1.9,2017-09-23 11:50:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:50:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:50:03
Hokutofuji,1.69,Takekaze,2.17,2017-09-23 11:50:03
Ichinojo,1.73,Daieisho,2.11,2017-09-23 11:50:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:50:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:50:03
Shodai,1.77,Endo,2.05,2017-09-23 11:50:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:50:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:50:03
Tamawashi,1.73,Takakeisho,2.11,2017-09-23 11:50:03
Tokushoryu,2.15,Kagayaki,1.7,2017-09-23 11:50:03
Asanoyama,1.8,Chiyotairyu,2.01,2017-09-23 11:55:03
Chiyomaru,1.9,Ikioi,1.9,2017-09-23 11:55:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 11:55:03
Goeido,2.96,Harumafuji,1.4,2017-09-23 11:55:03
Hokutofuji,1.85,Takekaze,1.95,2017-09-23 11:55:03
Ichinojo,1.73,Daieisho,2.11,2017-09-23 11:55:03
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 11:55:03
Onosho,1.45,Takanoiwa,2.76,2017-09-23 11:55:03
Shodai,1.66,Endo,2.22,2017-09-23 11:55:03
Shohozan,1.55,Daishomaru,2.45,2017-09-23 11:55:03
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 11:55:03
Tamawashi,1.9,Takakeisho,1.9,2017-09-23 11:55:03
Tokushoryu,2.15,Kagayaki,1.7,2017-09-23 11:55:03
Asanoyama,1.8,Chiyotairyu,2.01,2017-09-23 12:00:04
Chiyomaru,1.9,Ikioi,1.9,2017-09-23 12:00:04
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 12:00:04
Chiyoshoma,1.36,Yutakayama,3.15,2017-09-23 12:00:04
Goeido,2.96,Harumafuji,1.4,2017-09-23 12:00:04
Hokutofuji,1.85,Takekaze,1.95,2017-09-23 12:00:04
Ichinojo,1.73,Daieisho,2.11,2017-09-23 12:00:04
Kaisei,2.01,Arawashi,1.8,2017-09-23 12:00:04
Mitakeumi,1.56,Yoshikaze,2.43,2017-09-23 12:00:04
Okinoumi,1.5,Sadanoumi,2.59,2017-09-23 12:00:04
Onosho,1.45,Takanoiwa,2.76,2017-09-23 12:00:04
Shodai,1.66,Endo,2.22,2017-09-23 12:00:04
Shohozan,1.55,Daishomaru,2.45,2017-09-23 12:00:04
Takarafuji,2.34,Kotoshogiku,1.6,2017-09-23 12:00:04
Tamawashi,1.9,Takakeisho,1.9,2017-09-23 12:00:04
Tokushoryu,2.15,Kagayaki,1.7,2017-09-23 12:00:04
Asanoyama,1.8,Chiyotairyu,2.01,2017-09-23 12:05:03
Chiyomaru,1.9,Ikioi,1.9,2017-09-23 12:05:03
Chiyonokuni,2.38,Tochiozan,1.58,2017-09-23 12:05:03
